adm_cd,adm_nm,gu_cd,risk_index,risk_grade,risk_class,hist_score,struct_score,pct_fire_rate_per_10k,pct_ratio_65plus,pct_cntr_dist_avg,pct_old_bldg_ratio,pct_damage_per_fire,fire_rate_per_10k,ratio_65plus,cntr_dist_avg,old_bldg_ratio,damage_per_fire,avg_living_pop,fire_count
1147057000,서울특별시 양천구 신월2동,11470,72.38,높음,최우선 대응,78.63849765258216,68.41,78.63849765258216,73.47417840375586,55.633802816901415,58.56807511737089,73.23943661971832,16.0292,0.177,1.707936507936508,0.6145,7.972342488015914,13309.033811672123,21.33333333333333
1141069000,서울특별시 서대문구 남가좌1동,11410,71.97,높음,최우선 대응,93.89671361502347,61.7,93.89671361502347,32.74647887323944,80.04694835680752,84.38967136150235,30.28169014084507,20.6688,0.1412,2.1481481481481484,0.6647,7.254562397435969,8708.78155525837,18.0
1168073000,서울특별시 강남구 일원1동,11680,71.56,높음,잠재 위험,59.624413145539904,81.9,59.624413145539904,86.50234741784037,90.61032863849765,21.948356807511736,75.82159624413146,13.3125,0.1938,2.438709677419354,0.5206,8.012441392267776,15524.29730672307,20.666666666666668
1111067000,서울특별시 종로구 창신1동,11110,71.21,높음,이력 관리,99.76525821596243,48.21,99.76525821596243,87.79342723004694,35.68075117370892,2.112676056338028,60.093896713615024,34.1009,0.1965,1.4505882352941175,0.3906,7.748415901818794,8308.679958988356,28.33333333333333
1154567000,서울특별시 금천구 시흥1동,11545,70.8,높음,이력 관리,90.14084507042254,56.17,90.14084507042254,60.68075117370893,26.76056338028169,78.28638497652582,91.31455399061032,19.3953,0.1671,1.352258064516129,0.6476,8.583285763537154,27669.93434606987,53.66666666666666
1126052000,서울특별시 중랑구 면목2동,11260,70.64,높음,최우선 대응,70.4225352112676,73.48,70.4225352112676,76.87793427230048,72.53521126760563,54.5774647887324,46.71361502347418,14.7461,0.1803,1.9868131868131869,0.5997,7.5494411779211665,20570.34478422489,30.33333333333333
1132067000,서울특별시 도봉구 쌍문2동,11320,70.53,높음,최우선 대응,69.71830985915493,72.48,69.71830985915493,90.14084507042254,45.07042253521127,81.10328638497653,36.15023474178404,14.5572,0.1999,1.5493333333333337,0.65,7.370440527420192,17173.629270796944,25.0
1111063000,서울특별시 종로구 종로5·6가동,11110,70.27,높음,이력 관리,96.47887323943662,49.45,96.47887323943662,74.88262910798123,43.42723004694836,2.112676056338028,87.08920187793427,22.5122,0.178,1.5339285714285715,0.3906,8.389438186741549,16731.66463918304,37.66666666666666
1126056500,서울특별시 중랑구 면목본동,11260,70.24,높음,최우선 대응,81.2206572769953,64.98,81.2206572769953,72.76995305164318,63.6150234741784,54.5774647887324,30.985915492957744,16.6082,0.1762,1.82089552238806,0.5997,7.2601018910906765,26894.28781298217,44.66666666666666
1138063200,서울특별시 은평구 신사2동,11380,70.1,높음,최우선 대응,63.84976525821596,78.0,63.84976525821596,82.98122065727699,85.2112676056338,42.136150234741784,38.497652582159624,13.7117,0.1875,2.2962962962962963,0.5835,7.404642102198062,13127.520922216156,18.0
1126066000,서울특별시 중랑구 망우3동,11260,70.07,높음,이력 관리,93.66197183098592,51.87,93.66197183098592,94.83568075117371,16.666666666666664,54.5774647887324,23.474178403755868,20.6208,0.2104,1.2347222222222225,0.5997,7.14118261258332,11800.39107544301,24.33333333333333
1141062000,서울특별시 서대문구 홍제1동,11410,69.96,높음,잠재 위험,33.568075117370896,99.14,33.568075117370896,90.3755868544601,82.62910798122066,84.38967136150235,89.67136150234741,10.6982,0.2,2.235064935064935,0.6647,8.47839778780603,23991.49598943777,25.666666666666668
